notch,srg,mcp
ard/l,net/minecraft/world/gen/feature/WorldGenBigTree/field_76510_l,net/minecraft/world/gen/feature/WorldGenBigTree/trunkSize
a/k,net/minecraft/util/EnumChatFormatting/GREEN,net/minecraft/util/EnumChatFormatting/GREEN
ard/m,net/minecraft/world/gen/feature/WorldGenBigTree/field_76511_m,net/minecraft/world/gen/feature/WorldGenBigTree/heightLimitLimit
a/j,net/minecraft/util/EnumChatFormatting/BLUE,net/minecraft/util/EnumChatFormatting/BLUE
a/m,net/minecraft/util/EnumChatFormatting/RED,net/minecraft/util/EnumChatFormatting/RED
ard/n,net/minecraft/world/gen/feature/WorldGenBigTree/field_76508_n,net/minecraft/world/gen/feature/WorldGenBigTree/leafDistanceLimit
a/l,net/minecraft/util/EnumChatFormatting/AQUA,net/minecraft/util/EnumChatFormatting/AQUA
ard/o,net/minecraft/world/gen/feature/WorldGenBigTree/field_76509_o,net/minecraft/world/gen/feature/WorldGenBigTree/leafNodes
a/o,net/minecraft/util/EnumChatFormatting/YELLOW,net/minecraft/util/EnumChatFormatting/YELLOW
a/n,net/minecraft/util/EnumChatFormatting/LIGHT_PURPLE,net/minecraft/util/EnumChatFormatting/LIGHT_PURPLE
a/q,net/minecraft/util/EnumChatFormatting/OBFUSCATED,net/minecraft/util/EnumChatFormatting/OBFUSCATED
a/p,net/minecraft/util/EnumChatFormatting/WHITE,net/minecraft/util/EnumChatFormatting/WHITE
a/s,net/minecraft/util/EnumChatFormatting/STRIKETHROUGH,net/minecraft/util/EnumChatFormatting/STRIKETHROUGH
a/r,net/minecraft/util/EnumChatFormatting/BOLD,net/minecraft/util/EnumChatFormatting/BOLD
a/u,net/minecraft/util/EnumChatFormatting/ITALIC,net/minecraft/util/EnumChatFormatting/ITALIC
a/t,net/minecraft/util/EnumChatFormatting/UNDERLINE,net/minecraft/util/EnumChatFormatting/UNDERLINE
a/w,net/minecraft/util/EnumChatFormatting/field_96321_w,net/minecraft/util/EnumChatFormatting/formattingCodeMapping
a/v,net/minecraft/util/EnumChatFormatting/RESET,net/minecraft/util/EnumChatFormatting/RESET
a/y,net/minecraft/util/EnumChatFormatting/field_96330_y,net/minecraft/util/EnumChatFormatting/formattingCodePattern
a/x,net/minecraft/util/EnumChatFormatting/field_96331_x,net/minecraft/util/EnumChatFormatting/nameMapping
ou/a,net/minecraft/network/rcon/RConUtils/field_72666_a,net/minecraft/network/rcon/RConUtils/hexDigits
a/z,net/minecraft/util/EnumChatFormatting/field_96329_z,net/minecraft/util/EnumChatFormatting/formattingCode
afa/a,net/minecraft/item/crafting/FurnaceRecipes/field_77606_a,net/minecraft/item/crafting/FurnaceRecipes/smeltingBase
afa/b,net/minecraft/item/crafting/FurnaceRecipes/field_77604_b,net/minecraft/item/crafting/FurnaceRecipes/smeltingList
bhr/a,net/minecraft/client/model/ModelBase/field_78094_a,net/minecraft/client/model/ModelBase/modelTextureMap
afa/c,net/minecraft/item/crafting/FurnaceRecipes/field_77605_c,net/minecraft/item/crafting/FurnaceRecipes/experienceList
pg/d,net/minecraft/stats/StatisticsFile/field_150887_d,net/minecraft/stats/StatisticsFile/field_150887_d
pg/e,net/minecraft/stats/StatisticsFile/field_150888_e,net/minecraft/stats/StatisticsFile/field_150888_e
pg/f,net/minecraft/stats/StatisticsFile/field_150885_f,net/minecraft/stats/StatisticsFile/field_150885_f
pg/g,net/minecraft/stats/StatisticsFile/field_150886_g,net/minecraft/stats/StatisticsFile/field_150886_g
pg/b,net/minecraft/stats/StatisticsFile/field_150889_b,net/minecraft/stats/StatisticsFile/logger
btd/b,net/minecraft/client/network/LanServerDetector$LanServerList/field_77555_b,net/minecraft/client/network/LanServerDetector$LanServerList/listOfLanServers
btd/a,net/minecraft/client/network/LanServerDetector$LanServerList/field_77556_a,net/minecraft/client/network/LanServerDetector$LanServerList/wasUpdated
pg/c,net/minecraft/stats/StatisticsFile/field_150890_c,net/minecraft/stats/StatisticsFile/field_150890_c
ahx/d,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/field_76299_d,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/maxGroupCount
ahx/c,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/field_76301_c,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/minGroupCount
ahx/b,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/field_76300_b,net/minecraft/world/biome/BiomeGenBase$SpawnListEntry/entityClass
bkj/a,net/minecraft/client/particle/EntityHugeExplodeFX/field_70579_a,net/minecraft/client/particle/EntityHugeExplodeFX/timeSinceStart
zd/a,net/minecraft/entity/item/EntityEnderEye/field_70224_b,net/minecraft/entity/item/EntityEnderEye/targetX
zd/b,net/minecraft/entity/item/EntityEnderEye/field_70225_c,net/minecraft/entity/item/EntityEnderEye/targetY
zd/c,net/minecraft/entity/item/EntityEnderEye/field_70222_d,net/minecraft/entity/item/EntityEnderEye/targetZ
zd/d,net/minecraft/entity/item/EntityEnderEye/field_70223_e,net/minecraft/entity/item/EntityEnderEye/despawnTimer
od/a,net/minecraft/server/management/PreYggdrasilConverter$4/field_152739_a,net/minecraft/server/management/PreYggdrasilConverter$4/field_152739_a
asx/a,net/minecraft/world/gen/structure/StructureMineshaftPieces/field_78818_a,net/minecraft/world/gen/structure/StructureMineshaftPieces/mineshaftChestContents
od/b,net/minecraft/server/management/PreYggdrasilConverter$4/field_152740_b,net/minecraft/server/management/PreYggdrasilConverter$4/field_152740_b
zu/m,net/minecraft/inventory/ContainerRepair/field_82856_l,net/minecraft/inventory/ContainerRepair/stackSizeToBeUsedInRepair
zu/l,net/minecraft/inventory/ContainerRepair/field_82859_k,net/minecraft/inventory/ContainerRepair/field_82859_k
zu/o,net/minecraft/inventory/ContainerRepair/field_82855_n,net/minecraft/inventory/ContainerRepair/thePlayer
zu/n,net/minecraft/inventory/ContainerRepair/field_82857_m,net/minecraft/inventory/ContainerRepair/repairedItemName
zu/g,net/minecraft/inventory/ContainerRepair/field_82852_f,net/minecraft/inventory/ContainerRepair/outputSlot
zu/f,net/minecraft/inventory/ContainerRepair/field_148326_f,net/minecraft/inventory/ContainerRepair/logger
zu/i,net/minecraft/inventory/ContainerRepair/field_82860_h,net/minecraft/inventory/ContainerRepair/theWorld
zu/h,net/minecraft/inventory/ContainerRepair/field_82853_g,net/minecraft/inventory/ContainerRepair/inputSlots
zu/k,net/minecraft/inventory/ContainerRepair/field_82858_j,net/minecraft/inventory/ContainerRepair/field_82858_j
zu/j,net/minecraft/inventory/ContainerRepair/field_82861_i,net/minecraft/inventory/ContainerRepair/field_82861_i
zu/a,net/minecraft/inventory/ContainerRepair/field_82854_e,net/minecraft/inventory/ContainerRepair/maximumCost
dd/a,net/minecraft/util/StatCollector/field_74839_a,net/minecraft/util/StatCollector/localizedName
dd/b,net/minecraft/util/StatCollector/field_150828_b,net/minecraft/util/StatCollector/fallbackTranslator
bjx/a,net/minecraft/client/particle/EntityCritFX/field_70561_a,net/minecraft/client/particle/EntityCritFX/initialParticleScale
cr/l,net/minecraft/util/EnumFacing/field_82609_l,net/minecraft/util/EnumFacing/faceList
cr/m,net/minecraft/util/EnumFacing/$VALUES,net/minecraft/util/EnumFacing/$VALUES
cr/j,net/minecraft/util/EnumFacing/field_82611_j,net/minecraft/util/EnumFacing/frontOffsetY
nr/b,net/minecraft/server/management/BanEntry/field_73694_d,net/minecraft/server/management/BanEntry/banStartDate
cr/k,net/minecraft/util/EnumFacing/field_82612_k,net/minecraft/util/EnumFacing/frontOffsetZ
agu/b,net/minecraft/world/ChunkCoordIntPair/field_77275_b,net/minecraft/world/ChunkCoordIntPair/chunkZPos
nr/a,net/minecraft/server/management/BanEntry/field_73698_a,net/minecraft/server/management/BanEntry/dateFormat
agu/a,net/minecraft/world/ChunkCoordIntPair/field_77276_a,net/minecraft/world/ChunkCoordIntPair/chunkXPos
cr/h,net/minecraft/util/EnumFacing/field_82613_h,net/minecraft/util/EnumFacing/order_b
bjg/a,net/minecraft/client/multiplayer/WorldClient$1/field_78833_a,net/minecraft/client/multiplayer/WorldClient$1/theWorldClient
cr/i,net/minecraft/util/EnumFacing/field_82614_i,net/minecraft/util/EnumFacing/frontOffsetX
cr/f,net/minecraft/util/EnumFacing/WEST,net/minecraft/util/EnumFacing/WEST
nr/e,net/minecraft/server/management/BanEntry/field_73693_g,net/minecraft/server/management/BanEntry/reason
cr/g,net/minecraft/util/EnumFacing/field_82603_g,net/minecraft/util/EnumFacing/order_a
nr/d,net/minecraft/server/management/BanEntry/field_73692_f,net/minecraft/server/management/BanEntry/banEndDate
cr/d,net/minecraft/util/EnumFacing/SOUTH,net/minecraft/util/EnumFacing/SOUTH
nr/c,net/minecraft/server/management/BanEntry/field_73695_e,net/minecraft/server/management/BanEntry/bannedBy
cr/e,net/minecraft/util/EnumFacing/EAST,net/minecraft/util/EnumFacing/EAST
cr/b,net/minecraft/util/EnumFacing/UP,net/minecraft/util/EnumFacing/UP
cr/c,net/minecraft/util/EnumFacing/NORTH,net/minecraft/util/EnumFacing/NORTH
cr/a,net/minecraft/util/EnumFacing/DOWN,net/minecraft/util/EnumFacing/DOWN
zd/e,net/minecraft/entity/item/EntityEnderEye/field_70221_f,net/minecraft/entity/item/EntityEnderEye/shatterOrDrop
aru/a,net/minecraft/world/gen/feature/WorldGenBigMushroom/field_76523_a,net/minecraft/world/gen/feature/WorldGenBigMushroom/mushroomType
blm/C,net/minecraft/client/renderer/RenderBlocks/field_147815_B,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchYZNP
aum/b,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor/field_75002_c,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor/hasMadeChest
blm/B,net/minecraft/client/renderer/RenderBlocks/field_147814_A,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchYZNN
blm/A,net/minecraft/client/renderer/RenderBlocks/field_147884_z,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZNNP
aum/a,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor/field_75003_a,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor/strongholdChestContents
mo/b,net/minecraft/entity/EntityTracker$1/field_96569_b,net/minecraft/entity/EntityTracker$1/theEntityTracker
mo/a,net/minecraft/entity/EntityTracker$1/field_96570_a,net/minecraft/entity/EntityTracker$1/field_96570_a
blm/K,net/minecraft/client/renderer/RenderBlocks/field_147823_J,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZPPN
blm/J,net/minecraft/client/renderer/RenderBlocks/field_147822_I,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchYZPN
blm/I,net/minecraft/client/renderer/RenderBlocks/field_147821_H,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZNPP
blm/H,net/minecraft/client/renderer/RenderBlocks/field_147813_G,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYNP
blm/G,net/minecraft/client/renderer/RenderBlocks/field_147812_F,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZNPN
blm/F,net/minecraft/client/renderer/RenderBlocks/field_147811_E,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZPNP
blm/E,net/minecraft/client/renderer/RenderBlocks/field_147810_D,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYPN
blm/D,net/minecraft/client/renderer/RenderBlocks/field_147816_C,net/minecraft/client/renderer/RenderBlocks/aoLightValueScratchXYZPNN
blm/c,net/minecraft/client/renderer/RenderBlocks/field_147844_c,net/minecraft/client/renderer/RenderBlocks/useInventoryTint
blm/b,net/minecraft/client/renderer/RenderBlocks/field_147843_b,net/minecraft/client/renderer/RenderBlocks/fancyGrass
